t,BASE_ORE_MIX,SAG_J,SAG_POW,SAG_OF_P80,SAG_J_M,SAG_POW_M,SAG_OF_P80_M
0,0,0.000350405725743741,-0.00751428560488421,9.9475983006414e-14,-0.967611718961162,-4.76256394766028,-7.51911916132364
0.0499999999999998,0,0.000323738216941649,-0.00694263449508981,9.9475983006414e-14,0.614981776983594,3.39618794979083,1.95400901259555
0.0999999999999996,0,0.000298464963243816,-0.00640080776497598,9.9475983006414e-14,-0.458642648382877,-2.26612782827556,0.619015100341699
0.15,0,0.000274517576841049,-0.00588734379493872,9.9475983006414e-14,0.582184859779474,2.70062839552975,-2.99186080394703
0.2,0,0.00025183083574376,-0.00540085401507895,9.9475983006414e-14,1.08023084250739,1.22204190469256,-6.58835757431711
0.25,0,0.000230341736543238,-0.00494001364495489,9.9475983006414e-14,0.0157145913884484,4.4505771192928,12.071459923576
0.3,0,0.000209989298941338,-0.0045035396849471,9.9475983006414e-14,-0.0693435673866603,-0.313275960753572,-9.8566991630497
0.35,0,0.000190714961441074,-0.00409019166500002,9.9475983006414e-14,-1.27018235012787,-1.55761702082214,0.855955127081856
0.4,0,0.000172462787041638,-0.0036987746750583,9.9475983006414e-14,-0.260140772770914,0.88041347006083,1.62731215100978
0.45,0,0.000155179647443049,-0.00332814551506999,9.9475983006414e-14,-0.0713977059466657,-1.50310387121226,2.14880497099664
0.5,0,0.000138815231942147,-0.00297721776496473,9.9475983006414e-14,0.782389277676419,-0.464672689997087,9.79510105177901
0.55,0,0.000123321910741936,-0.00264496335489639,9.9475983006414e-14,0.685732688010045,0.000545767596349833,7.79796123346541
0.6,0,0.000108654515841522,-0.00233041047499682,9.9475983006414e-14,-0.393540402165442,-3.54429619463781,-6.43541462995289
0.65,0,9.47701156412961e-05,-0.00203263905495987,9.9475983006414e-14,-1.68755279623253,1.72897084218425,6.38474656606633
0.7,0,8.16278347421928e-05,-0.00175077570497706,9.9475983006414e-14,-0.860050848048562,-0.515758970194156,5.93115511301075
0.75,0,6.91887381414347e-05,-0.00148398932492455,9.9475983006414e-14,1.48766547083374,0.0308602555571724,0.0119833277287285
0.8,0,5.74157655428564e-05,-0.00123148825491626,9.9475983006414e-14,-0.800948870684969,1.01177201695987,3.16876769147076
0.85,0,4.62736936412966e-05,-0.000992518725070113,9.9475983006414e-14,-0.325477600951182,2.95086348058908,-6.03254324418806
0.9,0,3.57290958419298e-05,-0.000766364004903153,9.9475983006414e-14,0.899605142913355,-2.2983436750801,-0.631257273353214
0.95,0,2.57502874418947e-05,-0.000552343864910654,9.9475983006414e-14,-2.00489378383519,-2.32952528370311,-1.39412229868027
1,0,1.63072489414162e-05,-0.000349813534967325,9.9475983006414e-14,0.152244321200119,-1.15538098948582,4.58773450827944
1.05,0,7.3715368422711e-06,-0.000158162384877869,9.9475983006414e-14,2.00922606666655,1.5142073158213,-3.25259702923266
1.1,0,-1.08380905672334e-06,2.31878950671671e-05,9.9475983006414e-14,-0.580939517534368,-1.19496093356634,5.69666905928315
1.15,0,-9.08435315594147e-06,0.000194785224948646,9.9475983006414e-14,0.135813893038563,1.34719673394852,4.82758795770872
1.2,0,-1.66543404560571e-05,0.000357149024921455,9.9475983006414e-14,2.16484231677681,-1.35746469908258,2.09221059097112
1.25,0,-2.38167618569207e-05,0.000510771845029012,9.9475983006414e-14,-1.13346335912878,3.48173372789483,5.24412664988351
1.3,0,-3.05934121591633e-05,0.000656120734902288,9.9475983006414e-14,-0.00842569986140163,-2.63731897925891,0.366549236533672
1.35,0,-3.70049430564734e-05,0.000793638474988256,9.9475983006414e-14,0.576637487806213,0.675292173075832,0.0960028201298968
1.4,0,-4.30709158578679e-05,0.000923744624969913,9.9475983006414e-14,0.262406714123987,-4.30679443222425,-4.96805739204443
1.45,0,-4.88098542561488e-05,0.00104683658491922,9.9475983006414e-14,-0.120274225228254,1.80543892917353,-4.48303902646697
